0.44944,0.0072822,25,0.0072802,3600,17.5993,85,0,71,0.27748,@281@581@841@1041@1301@1521@1821@2121@2341@2581@2841@3141@3361@3561@3761,@261@561@801@1001@1201@1401@1681@1901@2181@2421@2621@2861@3161@3381@3601,@301@541@761@981@1241@1481@1701@1981@2261@2541@2761@3061@3301@3561@3821,@221@441@661@941@1221@1461@1761@2041@2301@2601@2861@3121@3421@3721
0.42917,0.0056439,25,0.0056424,3600,17.6143,85,0,71,0.39285,@262@462@722@942@1222@1462@1702@1982@2242@2502@2802@3102@3342@3582@3882,@302@602@902@1122@1342@1642@1922@2202@2502@2722@2942@3182@3442@3682,@281@541@761@981@1241@1461@1661@1961@2161@2381@2661@2861@3061@3361@3601,@301@581@861@1061@1321@1561@1821@2081@2281@2581@2821@3021@3241@3461@3741
0.42972,0.0054777,24,0.0054762,3600,17.6599,82,1,71,0.46596,@282@522@742@942@1182@1442@1702@1942@2142@2342@2602@2822@3102@3402@3622,@302@602@802@1082@1382@1682@1982@2202@2502@2722@2922@3162@3382@3682,@302@502@722@962@1162@1382@1642@1862@2062@2322@2582@2882@3182@3482@3762,@262@502@802@1042@1242@1502@1762@1982@2262@2462@2722@2962@3182@3422@3642
0.42083,0.0061101,24,0.0061084,3600,17.602,82,0,70,0.43466,@201@501@801@1021@1261@1481@1721@1981@2281@2561@2781@3021@3321@3581@3841,@261@501@781@1021@1301@1601@1901@2121@2421@2681@2921@3141@3441@3721,@202@482@702@942@1162@1402@1662@1962@2242@2462@2682@2982@3182@3382@3602,@202@502@702@942@1222@1442@1702@1982@2282@2522@2822@3022@3302@3582@3842
0.40667,0.0073305,23,0.0073285,3600,17.5588,79,0,71,0.3038,@261@501@781@1061@1341@1621@1921@2201@2441@2701@2961@3221@3421@3681,@221@421@701@961@1261@1561@1801@2041@2301@2541@2801@3081@3341@3561@3761,@201@401@621@841@1061@1281@1561@1781@2081@2381@2601@2881@3161@3441@3741,@242@502@762@1062@1302@1502@1742@1962@2202@2402@2702@2982@3282@3482@3762
0.39389,0.0052993,23,0.0052978,3600,17.5585,79,0,72,0.29809,@202@442@742@982@1282@1502@1802@2062@2322@2622@2882@3162@3462@3762,@281@501@801@1021@1221@1521@1761@2061@2261@2561@2781@3041@3241@3541@3841,@302@562@762@1062@1282@1482@1742@2002@2202@2502@2782@3062@3342@3582@3782,@262@462@662@962@1162@1442@1662@1882@2102@2342@2562@2762@3022@3242@3522@3722
0.39111,0.0068885,25,0.0068866,3600,17.5708,85,0,73,0.35416,@221@481@701@921@1201@1501@1701@1961@2221@2521@2741@2981@3181@3381@3621,@202@482@722@962@1202@1502@1802@2002@2202@2422@2662@2902@3202@3462@3662,@241@521@801@1021@1261@1521@1721@2001@2281@2581@2821@3041@3301@3501@3801,@242@462@722@922@1162@1362@1622@1822@2062@2282@2482@2682@2962@3242@3502@3722
0.39222,0.0063077,24,0.006306,3600,17.5651,82,1,73,0.43464,@261@521@761@1061@1341@1541@1821@2041@2281@2561@2841@3101@3381@3581@3841,@262@522@782@1002@1242@1522@1722@1942@2142@2442@2722@2962@3262@3502@3702,@221@461@761@981@1261@1521@1721@1921@2141@2401@2601@2841@3061@3261@3521@3801,@222@422@722@942@1222@1522@1782@1982@2242@2502@2782@3082@3322@3582@3782
0.39694,0.0044895,24,0.0044882,3600,17.5864,82,0,71,0.307,@201@421@681@961@1181@1441@1641@1941@2181@2441@2641@2941@3221@3481@3721,@302@602@902@1182@1402@1662@1962@2182@2442@2722@3022@3262@3462@3742,@201@401@701@961@1241@1481@1761@2041@2321@2601@2841@3041@3341@3561@3801,@281@561@801@1001@1301@1561@1821@2121@2401@2621@2841@3141@3341@3581@3821
0.42583,0.0059522,24,0.0059505,3600,17.5863,82,1,71,0.41582,@201@421@641@861@1161@1381@1621@1881@2181@2481@2721@2941@3141@3341@3641,@222@482@782@982@1182@1442@1742@2042@2262@2522@2802@3002@3262@3562@3862,@301@501@761@1041@1321@1601@1881@2101@2341@2561@2841@3101@3401@3661,@282@482@762@1042@1282@1582@1802@2082@2302@2522@2742@3042@3282@3562@3802
0.37778,0.0058899,24,0.0058883,3600,17.6706,81,0,72,0.304,@202@422@622@822@1042@1302@1522@1802@2002@2242@2502@2762@3002@3242@3442@3682,@241@541@741@1001@1281@1481@1741@1941@2241@2541@2741@2981@3201@3481@3701,@282@482@682@982@1242@1462@1702@2002@2282@2542@2782@3042@3282@3562@3862,@202@482@722@982@1242@1522@1782@2082@2362@2622@2862@3082@3302@3542@3802
0.42778,0.0068477,25,0.0068458,3600,17.6056,85,0,73,0.3197,@301@561@801@1061@1301@1521@1721@1961@2181@2421@2641@2901@3141@3341@3541@3761,@281@481@701@901@1121@1341@1621@1921@2181@2461@2681@2881@3141@3441@3681,@222@422@642@922@1222@1462@1742@1942@2222@2462@2722@2942@3202@3402@3702,@262@562@822@1062@1302@1582@1842@2062@2282@2502@2742@2942@3142@3402@3702
0.43444,0.0057279,23,0.0057263,3600,17.6085,78,1,70,0.41204,@201@461@701@981@1241@1501@1741@1941@2241@2461@2701@2921@3121@3381@3621,@222@502@782@982@1182@1482@1722@1922@2162@2422@2722@3022@3222@3442@3682,@221@441@701@1001@1201@1501@1721@1961@2261@2541@2761@3001@3301@3561@3801,@281@521@821@1121@1361@1661@1941@2241@2461@2661@2921@3221@3521@3761
0.35778,0.0046302,25,0.0046289,3600,17.5804,85,0,72,0.28706,@242@442@702@962@1222@1442@1682@1942@2202@2402@2602@2802@3022@3282@3502@3762,@281@581@781@1001@1261@1521@1741@1941@2161@2421@2721@3001@3281@3481@3721,@281@521@801@1001@1301@1521@1761@1961@2161@2461@2721@2921@3201@3401@3661,@242@482@742@962@1222@1522@1742@1942@2162@2382@2602@2882@3122@3362@3602
0.4325,0.0070609,23,0.007059,3600,17.6847,78,0,68,0.34717,@262@482@702@962@1262@1482@1702@1982@2262@2562@2762@3042@3302@3602,@241@481@761@1061@1341@1581@1881@2121@2421@2701@3001@3281@3581@3821,@202@462@702@1002@1282@1502@1802@2102@2382@2682@2882@3142@3402@3702,@222@442@702@982@1242@1522@1722@2022@2222@2502@2782@3062@3342@3602
0.42194,0.0068424,25,0.0068405,3600,17.6042,85,1,73,0.44642,@262@462@762@982@1242@1442@1642@1862@2102@2362@2642@2842@3082@3322@3542@3822,@282@562@842@1102@1362@1642@1842@2122@2322@2582@2842@3082@3342@3582@3782,@261@481@721@921@1201@1401@1621@1821@2041@2241@2481@2761@3061@3301@3521@3741,@242@462@702@982@1242@1462@1762@2002@2242@2502@2702@2922@3182@3382@3642
0.38444,0.0062296,25,0.0062279,3600,17.5833,85,0,72,0.33661,@201@401@661@961@1161@1381@1621@1841@2101@2381@2681@2981@3181@3461@3761,@261@481@721@961@1221@1461@1721@2001@2241@2481@2761@3021@3221@3481@3701,@261@461@761@1001@1221@1481@1741@2001@2301@2581@2821@3041@3301@3601,@282@522@722@982@1222@1502@1742@1942@2182@2382@2582@2822@3102@3302@3582@3862
0.41444,0.0075519,23,0.0075498,3600,17.6398,78,1,69,0.41068,@201@481@741@1041@1241@1521@1801@2001@2221@2501@2721@2921@3121@3401@3621,@201@461@681@961@1261@1541@1801@2061@2361@2581@2781@3001@3221@3441@3681,@202@502@762@1042@1282@1582@1882@2142@2382@2662@2922@3122@3342@3602,@282@562@782@1002@1262@1522@1782@2062@2342@2642@2862@3162@3402@3662
0.42694,0.0075151,24,0.007513,3600,17.6176,82,0,72,0.28575,@301@581@801@1061@1281@1541@1801@2021@2281@2501@2781@3081@3301@3601,@222@522@762@1002@1242@1542@1742@2002@2242@2442@2722@3002@3222@3462@3722,@281@521@721@941@1141@1361@1641@1861@2121@2321@2521@2721@2981@3201@3441@3681,@302@562@862@1162@1402@1682@1942@2242@2542@2822@3042@3262@3482@3702
0.435,0.004566,26,0.0045648,3600,17.5362,89,0,74,0.37642,@222@522@722@962@1202@1482@1742@2002@2282@2502@2762@2962@3182@3402@3682,@262@562@802@1022@1302@1562@1762@1962@2262@2562@2842@3062@3302@3502@3702,@222@442@682@902@1142@1362@1622@1882@2102@2342@2622@2822@3102@3322@3562@3782,@301@521@741@1021@1221@1421@1641@1901@2181@2441@2681@2941@3241@3481@3721
0.42389,0.0058623,26,0.0058607,3600,17.5872,89,0,73,0.32956,@222@422@662@882@1102@1382@1662@1922@2162@2422@2622@2842@3082@3362@3562@3782,@202@482@762@1042@1282@1522@1822@2042@2262@2482@2702@2922@3142@3382@3622,@241@501@741@981@1261@1561@1801@2041@2321@2601@2821@3081@3361@3601,@281@501@701@961@1201@1461@1681@1981@2221@2501@2721@2961@3201@3401@3641
0.40722,0.0063765,24,0.0063747,3600,17.5007,82,0,71,0.35495,@201@481@741@1041@1301@1581@1841@2101@2401@2701@2901@3141@3441@3721,@242@462@762@1042@1322@1602@1842@2122@2342@2602@2802@3082@3302@3522@3802,@241@441@741@1041@1261@1561@1821@2101@2381@2601@2881@3101@3321@3601,@221@521@721@961@1221@1501@1781@2041@2301@2521@2781@3081@3381@3581@3781
0.42472,0.0062689,25,0.0062671,3600,17.619,85,1,74,0.4121,@202@402@662@962@1242@1542@1762@2022@2302@2522@2722@3002@3222@3442@3722,@221@481@681@961@1201@1401@1641@1921@2181@2421@2721@2941@3161@3461@3761,@261@561@801@1081@1281@1541@1841@2081@2361@2581@2781@3041@3261@3561@3781,@202@442@662@942@1182@1442@1642@1862@2082@2342@2642@2862@3082@3282@3502@3762
0.4075,0.0066026,25,0.0066008,3600,17.5974,85,1,71,0.39485,@222@462@722@962@1262@1542@1822@2042@2342@2622@2862@3162@3362@3622,@221@501@741@981@1181@1481@1741@1941@2181@2441@2741@3021@3241@3481@3681,@262@562@762@962@1162@1402@1662@1902@2182@2462@2742@3002@3202@3462@3662,@201@481@681@961@1181@1461@1741@2001@2281@2541@2761@2961@3161@3381@3641
