0.44639,0.0073182,26,0.0073162,3600,17.6651,88,1,0.68722,0.23819,@242@462@702@902@1142@1402@1702@1922@2122@2322@2622@2882@3142@3422@3642,@261@481@761@981@1181@1461@1741@2021@2321@2601@2841@3141@3401@3601,@221@521@721@1021@1221@1461@1681@1901@2101@2361@2561@2801@3061@3301@3541@3761,@201@501@741@981@1241@1441@1741@1941@2201@2481@2701@2921@3161@3381@3621,@261@521@741@1001@1241@1541@1781@2041@2281@2581@2821@3081@3321@3601
0.41139,0.0072399,24,0.0072379,3600,17.578,82,0,0.59801,0.0721,@302@542@782@1042@1302@1602@1862@2162@2362@2602@2842@3122@3322@3522@3822,@241@541@761@1001@1261@1521@1781@2021@2281@2561@2781@3021@3241@3481@3781,@222@482@762@1002@1222@1462@1702@1922@2202@2402@2622@2842@3122@3362@3642,@222@442@742@982@1222@1442@1642@1902@2102@2402@2622@2902@3122@3322@3562@3782,@241@541@781@1021@1261@1521@1761@2041@2281@2501@2701@2981@3261@3521@3801
0.415,0.0060169,25,0.0060152,3600,17.6101,85,1,0.74779,0.18125,@301@561@821@1041@1341@1561@1761@1961@2161@2441@2661@2941@3201@3501@3741,@301@581@801@1041@1261@1481@1761@2001@2221@2521@2721@2921@3121@3321@3581@3841,@261@541@781@981@1201@1421@1641@1841@2101@2381@2641@2841@3121@3421@3641,@241@541@841@1121@1401@1601@1801@2061@2301@2581@2781@3081@3301@3561@3761,@222@502@742@982@1202@1462@1682@1922@2202@2462@2702@2902@3202@3462@3702
0.39472,0.0062951,25,0.0062934,3600,17.5785,85,0,0.61687,0.094999,@241@501@701@961@1241@1461@1721@1941@2161@2381@2621@2821@3081@3361@3641,@282@502@782@982@1222@1442@1682@1942@2162@2422@2622@2922@3162@3402@3622,@262@522@722@1022@1322@1622@1862@2082@2342@2542@2842@3082@3302@3562@3762,@262@502@762@982@1182@1402@1622@1842@2122@2322@2582@2842@3062@3302@3582@3842,@222@462@662@942@1202@1462@1742@1962@2202@2422@2662@2922@3122@3382@3682
0.40583,0.0074478,24,0.0074457,3600,17.5684,82,0,0.58903,0.079524,@241@541@821@1121@1321@1601@1901@2161@2421@2621@2841@3121@3321@3541@3781,@222@482@702@922@1182@1422@1702@1922@2182@2462@2742@2982@3202@3502@3782,@221@421@721@981@1181@1481@1681@1881@2141@2421@2721@2921@3221@3461@3741,@221@481@761@981@1201@1481@1781@2061@2361@2641@2901@3161@3361@3621,@302@502@742@1042@1302@1542@1742@2022@2262@2462@2742@3022@3322@3522@3722
0.39972,0.0073295,25,0.0073275,3600,17.6925,85,1,0.71291,0.17036,@201@441@681@881@1121@1321@1621@1821@2021@2321@2601@2801@3061@3321@3621,@222@422@662@882@1122@1322@1582@1862@2082@2282@2482@2742@3042@3302@3562@3862,@242@502@802@1042@1282@1582@1822@2082@2382@2622@2862@3062@3342@3582@3882,@301@521@781@981@1261@1561@1841@2081@2301@2501@2721@2981@3201@3461@3661,@262@522@802@1082@1382@1642@1942@2242@2462@2742@3002@3302@3522@3722
0.38833,0.0047558,24,0.0047545,3600,17.5519,82,0,0.59315,-0.00040881,@201@461@681@921@1201@1501@1781@1981@2241@2501@2701@2961@3201@3481@3701,@261@521@781@1021@1221@1481@1701@1921@2141@2341@2541@2841@3141@3381@3681,@301@561@841@1141@1341@1581@1841@2041@2261@2521@2741@2941@3141@3421@3721,@222@482@762@1002@1302@1542@1822@2022@2282@2582@2802@3062@3362@3582@3822,@241@461@681@921@1201@1481@1781@2041@2281@2481@2781@2981@3181@3381@3601
0.38611,0.0074905,25,0.0074884,3600,17.6183,85,0,0.59292,0.079049,@262@542@762@1042@1302@1542@1822@2122@2342@2642@2922@3182@3462@3662,@201@501@701@981@1181@1421@1721@2021@2281@2501@2721@2941@3241@3501@3741,@242@522@822@1122@1342@1622@1822@2102@2382@2602@2822@3122@3382@3662,@301@501@741@961@1201@1401@1601@1861@2161@2361@2641@2861@3101@3321@3581@3801,@242@442@682@882@1122@1402@1662@1862@2062@2302@2582@2822@3042@3262@3562@3842
0.36667,0.0058062,25,0.0058046,3600,17.5808,85,1,0.71291,0.20854,@241@441@661@941@1181@1481@1701@2001@2241@2461@2681@2901@3181@3401@3661,@242@522@762@1002@1262@1462@1722@1982@2242@2542@2822@3122@3422@3682,@241@521@761@1021@1301@1581@1781@2021@2221@2421@2721@2961@3221@3461@3681,@261@521@761@1001@1241@1481@1741@2001@2241@2461@2741@3021@3281@3541@3821,@222@482@702@982@1242@1522@1722@1942@2142@2342@2562@2862@3122@3422@3622
0.38444,0.0026299,24,0.0026291,3600,17.5853,82,0,0.58384,0.12515,@302@562@762@982@1282@1482@1742@2002@2202@2482@2722@3022@3302@3502@3722,@202@482@742@982@1222@1522@1782@2042@2262@2522@2722@3022@3262@3482@3782,@282@582@842@1122@1362@1602@1802@2062@2262@2542@2742@2942@3182@3382@3682,@222@442@742@962@1242@1462@1742@2042@2262@2522@2822@3102@3382@3582@3882,@241@501@761@1041@1281@1501@1741@2041@2341@2621@2861@3101@3321@3561@3841
