0.38111,0.0048654,24,0.004864,3600,17.5627,82,0,0.59131,0.003666,@201@481@781@981@1241@1481@1741@1981@2261@2561@2861@3161@3401@3661,@261@521@801@1101@1361@1561@1821@2021@2301@2521@2721@2941@3241@3521@3721,@201@421@721@921@1181@1461@1681@1981@2241@2481@2741@3041@3241@3521@3761,@222@522@782@982@1182@1462@1722@1942@2202@2422@2662@2882@3082@3282@3522@3762,@201@481@721@1001@1281@1581@1841@2041@2301@2581@2821@3061@3261@3561@3781
0.3525,0.0055397,24,0.0055382,3600,17.6478,82,0,0.61473,-0.01254,@201@421@641@901@1201@1401@1621@1841@2141@2341@2601@2861@3161@3441@3701,@241@481@781@1041@1241@1481@1721@1981@2201@2421@2621@2821@3121@3321@3621,@262@502@742@982@1202@1502@1722@2022@2222@2462@2662@2962@3242@3462@3682,@241@461@741@1021@1261@1521@1741@1981@2201@2461@2701@2981@3221@3521@3761,@282@522@802@1022@1262@1462@1762@1982@2222@2462@2742@2962@3162@3442@3702
0.39611,0.0060106,25,0.006009,3600,17.5712,85,1,0.68722,0.15454,@201@501@701@961@1221@1421@1661@1861@2121@2421@2721@3021@3321@3581@3781,@201@501@721@1001@1201@1401@1681@1901@2161@2381@2641@2861@3061@3341@3541@3741,@201@441@741@981@1241@1461@1761@2021@2301@2501@2741@2961@3201@3421@3721,@302@582@842@1062@1362@1562@1782@2082@2302@2562@2822@3122@3362@3622,@222@442@742@942@1162@1422@1722@2022@2262@2562@2842@3102@3362@3662
0.40861,0.0071995,25,0.0071975,3600,17.6447,85,1,0.71291,0.22758,@281@481@781@1081@1341@1561@1821@2021@2281@2561@2821@3101@3341@3541@3741,@281@541@781@981@1181@1441@1641@1941@2201@2441@2741@3001@3201@3401@3661,@281@541@781@1061@1361@1661@1861@2081@2381@2621@2821@3041@3321@3521@3761,@262@562@822@1022@1262@1502@1802@2082@2322@2562@2762@3002@3282@3562@3802,@301@601@801@1041@1301@1501@1781@2081@2281@2521@2781@3081@3341@3561@3781
0.41333,0.0075357,26,0.0075336,3600,17.6035,89,0,0.61151,0.056566,@262@542@842@1042@1302@1562@1802@2042@2302@2542@2822@3022@3222@3422@3662,@201@481@681@981@1181@1421@1621@1901@2121@2321@2561@2841@3041@3341@3561@3801,@221@461@701@921@1181@1381@1601@1821@2121@2361@2641@2901@3101@3381@3681,@241@541@761@1041@1321@1601@1881@2181@2461@2761@2981@3281@3541@3841,@262@562@762@962@1162@1462@1682@1902@2102@2342@2582@2822@3082@3282@3562@3802
0.35083,0.0057242,24,0.0057226,3600,17.5997,82,0,0.58903,-0.00082607,@282@562@802@1062@1362@1582@1822@2042@2282@2582@2782@3022@3302@3562@3842,@261@561@841@1121@1381@1621@1921@2141@2421@2701@2921@3121@3401@3681,@281@541@821@1101@1361@1621@1861@2101@2301@2561@2781@3061@3321@3561@3821,@202@482@782@1022@1282@1542@1842@2142@2382@2602@2822@3082@3322@3622,@221@521@741@1041@1261@1541@1841@2061@2281@2581@2841@3061@3261@3481@3701
0.39639,0.0073163,24,0.0073142,3600,17.5737,82,0,0.58167,0.11289,@302@562@862@1062@1282@1582@1842@2082@2362@2642@2922@3182@3442@3642,@261@521@721@1021@1221@1481@1721@1941@2141@2341@2581@2881@3141@3401@3661,@202@482@702@902@1182@1422@1622@1922@2222@2462@2762@3042@3262@3502@3742,@261@521@801@1021@1321@1541@1781@2001@2281@2581@2841@3041@3341@3561@3861,@262@542@822@1022@1322@1542@1822@2022@2322@2622@2902@3162@3442@3722
0.40194,0.0039325,25,0.0039314,3600,17.5807,85,0,0.62299,0.026872,@222@422@682@882@1182@1382@1582@1842@2082@2382@2582@2862@3142@3342@3622,@302@582@842@1082@1322@1622@1922@2122@2342@2542@2822@3042@3282@3502@3782,@302@602@862@1122@1322@1602@1862@2082@2282@2502@2722@2942@3202@3502@3782,@201@401@641@941@1141@1381@1601@1841@2081@2381@2681@2981@3281@3581@3821,@222@422@702@902@1142@1382@1642@1922@2202@2402@2702@2922@3122@3362@3602
0.40972,0.006818,24,0.0068162,3600,17.5974,82,0,0.56733,0.075842,@262@522@822@1082@1322@1622@1822@2102@2342@2602@2882@3162@3462@3682,@241@521@821@1101@1381@1641@1941@2141@2401@2601@2901@3141@3341@3581@3781,@242@542@742@962@1222@1482@1742@1982@2222@2502@2722@2942@3242@3482@3782,@241@461@721@981@1181@1401@1701@1901@2121@2361@2661@2881@3181@3421@3701,@281@521@721@961@1261@1481@1781@2041@2281@2501@2761@3041@3281@3541@3761
0.38889,0.0031977,24,0.0031968,3600,17.5596,82,0,0.59185,0.145,@302@522@822@1042@1282@1542@1762@2042@2262@2502@2722@3002@3222@3422@3642,@201@461@681@881@1161@1401@1661@1961@2201@2401@2601@2801@3041@3281@3581@3861,@302@542@822@1042@1322@1562@1862@2082@2362@2642@2862@3102@3342@3622,@301@561@761@961@1161@1461@1681@1941@2221@2441@2641@2941@3181@3381@3621,@221@421@661@941@1201@1441@1641@1861@2161@2381@2601@2881@3141@3441@3741
0.40639,0.007931,27,0.0079288,3600,17.6849,92,0,0.64227,0.093979,@242@522@742@962@1182@1402@1622@1882@2142@2342@2602@2902@3102@3402@3622,@222@482@722@982@1202@1482@1742@1962@2182@2442@2682@2882@3102@3322@3622,@302@502@722@942@1222@1522@1742@1962@2182@2442@2722@3022@3262@3502@3762,@261@501@781@1001@1201@1421@1641@1921@2141@2381@2681@2901@3101@3301@3601,@301@561@761@1021@1221@1441@1661@1961@2261@2481@2781@3001@3301@3501@3741
0.38639,0.0058504,25,0.0058488,3600,17.6105,85,1,0.7643,0.22835,@281@541@741@981@1261@1541@1781@2001@2241@2541@2781@2981@3181@3421@3641,@302@542@782@1022@1322@1522@1802@2022@2262@2482@2742@2942@3222@3462@3742,@302@522@722@942@1182@1442@1642@1942@2182@2462@2682@2982@3282@3582@3882,@242@442@742@982@1222@1462@1762@2022@2302@2502@2782@3082@3282@3562@3802,@201@461@701@981@1201@1421@1681@1881@2161@2461@2701@2941@3161@3461@3761
0.41111,0.0069982,25,0.0069963,3600,17.6458,85,0,0.5902,0.12315,@281@501@801@1021@1301@1601@1801@2061@2301@2501@2761@3061@3341@3621,@262@522@722@1002@1222@1422@1682@1942@2182@2482@2722@3002@3202@3482@3742,@242@462@682@942@1162@1362@1662@1942@2162@2402@2662@2962@3242@3502@3722,@241@481@741@941@1221@1481@1681@1901@2181@2461@2721@2961@3161@3381@3581@3861,@201@461@721@1021@1261@1501@1721@1961@2201@2441@2741@3041@3321@3581@3881
0.4175,0.0057895,25,0.0057879,3600,17.6742,85,1,0.71291,0.19914,@242@462@722@922@1122@1322@1582@1842@2042@2302@2502@2722@2942@3182@3422@3622,@241@541@741@1021@1321@1521@1721@2021@2261@2481@2761@3041@3301@3501@3761,@281@561@841@1121@1381@1621@1921@2201@2441@2661@2901@3101@3301@3521@3781,@222@422@682@882@1102@1302@1602@1882@2102@2362@2622@2902@3122@3342@3622,@221@501@741@1001@1221@1501@1781@1981@2221@2501@2781@3021@3321@3601
